"","codigo_comuna","nombre_comuna","TipoEstablecimiento","n_estudiantes","promedio"
"523",13118,"MACUL","Particular Pagado",829,6.2
"524",13118,"MACUL","Particular Subvencionado",3727,5.8
"525",13118,"MACUL","Servicio Local de Educación",1622,5.8
"526",13119,"MAIPÚ","Corporación de Administración Delegada",182,6
"527",13119,"MAIPÚ","Municipal",5819,5.8
"528",13119,"MAIPÚ","Particular Pagado",1431,6.2
"529",13119,"MAIPÚ","Particular Subvencionado",24236,5.8
"530",13120,"ÑUÑOA","Municipal",4176,5.8
"531",13120,"ÑUÑOA","Particular Pagado",5285,6.1
"532",13120,"ÑUÑOA","Particular Subvencionado",2213,5.8
"533",13121,"PEDRO AGUIRRE CERDA","Municipal",1770,5.6
"534",13121,"PEDRO AGUIRRE CERDA","Particular Subvencionado",4815,5.7
"535",13122,"PEÑALOLÉN","Municipal",2899,5.5
"536",13122,"PEÑALOLÉN","Particular Pagado",4952,6.1
"537",13122,"PEÑALOLÉN","Particular Subvencionado",6221,5.7
"538",13123,"PROVIDENCIA","Municipal",2116,5.9
"539",13123,"PROVIDENCIA","Particular Pagado",5632,5.9
"540",13123,"PROVIDENCIA","Particular Subvencionado",1335,6
"541",13124,"PUDAHUEL","Particular Pagado",702,6.3
"542",13124,"PUDAHUEL","Particular Subvencionado",7942,5.7
"543",13124,"PUDAHUEL","Servicio Local de Educación",4141,5.7
"544",13125,"QUILICURA","Municipal",2355,5.6
"545",13125,"QUILICURA","Particular Pagado",1007,6.3
"546",13125,"QUILICURA","Particular Subvencionado",11663,5.7
"547",13126,"QUINTA NORMAL","Municipal",3881,5.6
"548",13126,"QUINTA NORMAL","Particular Subvencionado",5777,5.7
"549",13127,"RECOLETA","Municipal",3295,5.8
"550",13127,"RECOLETA","Particular Pagado",546,6.3
"551",13127,"RECOLETA","Particular Subvencionado",7518,5.7
"552",13128,"RENCA","Municipal",2924,5.7
"553",13128,"RENCA","Particular Subvencionado",6145,5.6
"554",13129,"SAN JOAQUÍN","Particular Subvencionado",2323,5.6
"555",13129,"SAN JOAQUÍN","Servicio Local de Educación",1814,5.8
"556",13130,"SAN MIGUEL","Municipal",1298,5.9
"557",13130,"SAN MIGUEL","Particular Pagado",1041,6
"558",13130,"SAN MIGUEL","Particular Subvencionado",5687,5.9
"559",13131,"SAN RAMÓN","Municipal",1084,5.5
"560",13131,"SAN RAMÓN","Particular Subvencionado",4280,5.8
"561",13132,"VITACURA","Municipal",970,5.9
"562",13132,"VITACURA","Particular Pagado",6769,6.1
"563",13132,"VITACURA","Particular Subvencionado",185,5.9
"564",13201,"PUENTE ALTO","Municipal",5232,5.6
"565",13201,"PUENTE ALTO","Particular Pagado",1542,5.9
"566",13201,"PUENTE ALTO","Particular Subvencionado",28689,5.7
"567",13202,"PIRQUE","Municipal",1210,6
"568",13202,"PIRQUE","Particular Pagado",390,6.2
"569",13203,"SAN JOSÉ DE MAIPO","Municipal",670,5.8
"570",13203,"SAN JOSÉ DE MAIPO","Particular Subvencionado",327,5.8
"571",13301,"COLINA","Municipal",2989,5.5
"572",13301,"COLINA","Particular Pagado",6161,6.2
"573",13301,"COLINA","Particular Subvencionado",6076,5.7
"574",13302,"LAMPA","Municipal",2478,5.7
"575",13302,"LAMPA","Particular Pagado",712,6.2
"576",13302,"LAMPA","Particular Subvencionado",6195,5.6
"577",13303,"TILTIL","Municipal",715,5.9
"578",13303,"TILTIL","Particular Subvencionado",801,6
"579",13401,"SAN BERNARDO","Municipal",6117,5.6
"580",13401,"SAN BERNARDO","Particular Pagado",1219,6.1
"581",13401,"SAN BERNARDO","Particular Subvencionado",13131,5.8
"582",13402,"BUIN","Municipal",3552,5.7
"583",13402,"BUIN","Particular Pagado",1798,6.1
"584",13402,"BUIN","Particular Subvencionado",2833,5.8
"585",13403,"CALERA DE TANGO","Municipal",963,5.9
"586",13403,"CALERA DE TANGO","Particular Pagado",684,6.2
"587",13403,"CALERA DE TANGO","Particular Subvencionado",394,6
"588",13404,"PAINE","Municipal",2766,5.8
"589",13404,"PAINE","Particular Pagado",195,6.3
"590",13404,"PAINE","Particular Subvencionado",3295,5.8
"591",13501,"MELIPILLA","Municipal",4017,5.8
"592",13501,"MELIPILLA","Particular Pagado",885,6.1
"593",13501,"MELIPILLA","Particular Subvencionado",5026,5.8
"594",13502,"ALHUÉ","Municipal",602,5.8
"595",13503,"CURACAVÍ","Municipal",931,5.7
"596",13503,"CURACAVÍ","Particular Pagado",177,6.1
